PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Brad Marchand,32,LW,53,29,40,69,1.3,26,143,0.2,18:54:00,18.09,143,228,182,1.08,8.56,13.65,10.9,680,373,64.58,1168,685,63.03,921,529,63.52,62.13,35.26,63.8,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,125,000",0.0840
Mark Scheifele,27,C,56,21,42,63,1.13,-4,126,0.17,20:57:00,15.39,120,195,157,0.81,6.32,10.27,8.27,643,531,54.77,1158,906,56.1,869,697,55.49,63.73,57.69,52.49,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,125,000",0.0840
Dylan Larkin,23,C,44,9,14,23,0.52,-14,134,0.07,20:24:00,13.18,134,223,176,0.88,8.96,14.9,11.76,484,429,53.01,862,745,53.64,643,595,51.94,45.68,38.67,54.16,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,100,000",0.0770
Henrik Zetterberg,39,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,083,333",0.1070
Cory Schneider,34,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (1-way),UFA,"6,000,000",0.0870
David Backes,36,"C, RW",15,3,1,4,0.27,-4,30,0.1,12:44:00,2.77,30,49,39,0.87,9.42,15.39,12.25,88,93,48.62,158,175,47.45,120,128,48.39,7.24,9.43,43.43,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0820
Timo Meier,23,"LW, RW",54,12,19,31,0.57,-5,155,0.08,16:03:00,14.06,154,296,217,0.99,10.81,20.78,15.24,470,386,54.91,874,726,54.62,649,543,54.45,45.53,34.19,57.11,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"6,000,000",0.0740
Jake Guentzel,25,"LW, RW",56,23,34,57,1.02,7,141,0.16,20:16:00,20.46,141,238,184,1.08,7.45,12.58,9.73,669,534,55.61,1184,898,56.87,901,709,55.96,67.84,50.71,57.23,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0750
Brock Nelson,28,"C, LW",56,18,15,33,0.59,-5,121,0.15,17:49:00,19.86,121,206,171,1.19,7.27,12.37,10.27,508,480,51.42,899,872,50.76,692,659,51.22,52.07,43.3,54.6,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0750
Mats Zuccarello,32,"RW, LW",42,11,24,35,0.83,9,74,0.15,16:40:00,6.8,69,137,105,0.6,6.07,12.06,9.24,353,313,53,666,560,54.32,512,431,54.29,34.11,24.78,57.92,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0740
Tyler Myers,30,RD,55,6,15,21,0.38,-8,109,0.06,22:04:00,3.33,97,172,115,0.18,5.27,9.34,6.24,492,675,42.16,886,1201,42.45,666,936,41.57,44.27,70.52,38.57,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0740
Kyle Okposo,32,RW,35,2,11,13,0.37,-1,45,0.04,13:52:00,4.04,45,69,59,0.5,5.56,8.52,7.29,213,257,45.32,360,463,43.74,282,372,43.12,16.55,25.35,39.5,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0820
Jacob Markström,30,G,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,19,3,2.68,0.904,2.66,2.39,-0.27,Standard (1-way),UFA,"6,000,000",0.0740
Filip Forsberg,25,LW,39,12,20,32,0.82,-9,129,0.09,18:17:00,10.76,129,214,177,0.91,10.85,18,14.89,461,313,59.56,850,573,59.73,651,430,60.22,38.4,29.12,56.87,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0820
Johnny Boychuk,36,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0820
Matt Dumba,25,RD,51,6,15,21,0.41,1,89,0.07,22:16:00,5.62,86,176,129,0.31,4.72,9.66,7.08,485,522,48.16,899,978,47.9,690,726,48.73,46.49,44.48,51.1,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0750
Alexander Edler,34,LD,52,0,8,8,0.15,-8,99,0,20:54:00,2.11,88,152,116,0.13,5.47,9.44,7.21,446,584,43.3,739,1101,40.15,593,814,42.15,38.57,56.56,40.54,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0750
Nikolaj Ehlers,24,"RW, LW",47,21,25,46,0.98,15,148,0.14,16:55:00,11.98,148,253,194,0.91,11.18,19.12,14.66,501,364,57.92,869,662,56.76,636,503,55.84,43.71,35.69,55.05,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0800
Ryan Nugent-Hopkins,27,"LW, C",52,16,19,35,0.67,-4,135,0.12,20:46:00,16.66,131,235,183,0.96,7.57,13.58,10.57,635,480,56.95,1136,859,56.94,848,652,56.53,71.13,43.4,62.11,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0930
Jordan Staal,31,"C, LW",53,16,22,38,0.72,2,103,0.16,18:29:00,15.75,103,168,144,0.97,6.31,10.3,8.83,530,471,52.95,1009,796,55.9,741,632,53.97,57.79,47.54,54.87,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.1000
Loui Eriksson,34,"LW, RW",7,0,1,1,0.14,-3,5,0,9:34:00,0.25,5,7,5,0.22,4.47,6.26,4.47,26,38,40.61,41,79,34.17,32,62,34.04,2.09,3.68,36.22,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0820
Brandon Saad,27,"LW, RW",44,15,9,24,0.55,1,68,0.22,14:05:00,8.61,68,129,99,0.83,6.59,12.49,9.59,367,253,59.19,691,465,59.78,504,352,58.88,30.46,20.19,60.14,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0820
Milan Lucic,32,LW,56,10,13,23,0.41,-8,74,0.14,13:37:00,6.94,67,105,85,0.59,5.67,8.88,7.19,342,328,51.04,665,565,54.07,495,435,53.23,28.75,24.89,53.6,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0820
Erik Johnson,32,RD,4,0,1,1,0.25,2,5,0,13:25:00,0.13,5,8,5,0.15,5.59,8.94,5.59,30,30,50,53,52,50.48,41,41,50,3.44,3.07,52.84,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"6,000,000",0.0840
Nate Schmidt,28,LD/RD,54,5,10,15,0.28,-7,76,0.07,20:06:00,3.19,71,148,98,0.19,4.3,8.96,5.93,461,552,45.51,833,1040,44.47,636,776,45.04,41.1,52.83,43.76,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,950,000",0.0750
Jonathan Huberdeau,27,LW,55,20,41,61,1.11,12,122,0.16,18:24:00,13.58,123,190,153,0.8,7.29,11.26,9.07,700,426,62.17,1145,677,62.84,915,538,62.97,68.28,38.56,63.91,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,900,000",0.0810
William Karlsson,27,C,56,14,25,39,0.7,19,111,0.13,18:40:00,15.18,106,192,140,0.89,6.19,11.22,8.18,605,450,57.35,1189,887,57.27,856,640,57.22,66.72,49.05,57.63,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,900,000",0.0720
Aleksander Barkov,24,C,50,26,32,58,1.16,12,176,0.15,20:56:00,20.02,176,261,221,1.14,10.09,14.96,12.67,727,436,62.51,1212,743,61.99,949,595,61.46,71.81,42.87,62.62,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,900,000",0.0830
Brock Boeser,23,RW,56,23,26,49,0.88,-3,141,0.16,19:19:00,16.48,123,222,172,1.01,7.57,13.67,10.59,569,443,56.23,1076,783,57.88,805,601,57.25,60.42,45.78,56.89,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"5,875,000",0.0720
Cam Atkinson,31,"RW, LW",56,15,19,34,0.61,-16,158,0.09,18:56:00,15.61,158,250,210,0.88,8.94,14.15,11.88,554,553,50.05,939,988,48.73,744,739,50.17,46.57,52.98,46.78,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,875,000",0.0780
Dustin Brown,35,"RW, LW",49,17,14,31,0.63,-3,129,0.13,17:37:00,15.35,129,207,168,1.07,8.96,14.38,11.67,517,353,59.43,932,622,59.97,712,487,59.38,52.55,35.06,59.98,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,875,000",0.0910
Nick Schmaltz,24,"C, RW",52,10,22,32,0.62,-1,105,0.1,17:03:00,11.89,105,181,134,0.8,7.1,12.24,9.06,526,377,58.25,988,681,59.2,736,516,58.79,52.49,33.22,61.24,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,850,000",0.0740
Brandon Dubinsky,34,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,850,000",0.0850
Adam Henrique,30,"C, LW",45,12,9,21,0.47,-8,77,0.16,16:02:00,8.1,77,129,102,0.67,6.4,10.72,8.48,364,375,49.26,702,639,52.35,511,503,50.39,32.39,35.54,47.68,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,825,000",0.0730
Jonathan Quick,34,G,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,9,2,2.86,0.898,2.86,2.69,-0.16,Standard (1-way),UFA,"5,800,000",0.0970
Esa Lindell,26,LD,56,5,11,16,0.29,11,100,0.05,23:10:00,4.08,100,184,137,0.19,4.62,8.5,6.33,581,622,48.3,1074,1231,46.59,796,910,46.66,47.04,55.43,45.91,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,800,000",0.0730
James Neal,32,"RW, LW",29,5,5,10,0.34,-2,51,0.1,12:06:00,4.15,48,84,63,0.77,8.93,15.63,11.72,181,143,55.86,331,254,56.58,243,193,55.73,16.07,10.19,61.19,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,750,000",0.0720
Dougie Hamilton,27,RD,55,10,32,42,0.76,20,180,0.06,22:43:00,9.36,180,362,253,0.45,8.64,17.38,12.15,787,568,58.08,1466,1012,59.16,1112,783,58.68,86.71,55.15,61.12,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,750,000",0.0810
Travis Zajac,35,C,46,8,12,20,0.43,-1,50,0.16,16:25:00,5.37,50,93,70,0.43,3.97,7.39,5.56,321,447,41.8,602,728,45.26,444,586,43.11,26.24,45.16,36.75,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,750,000",0.0890
Matt Niskanen,33,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,750,000",0.0830
T.J. Oshie,33,RW,53,22,21,43,0.81,-3,106,0.21,18:03:00,13.82,106,170,136,0.87,6.64,10.65,8.52,521,406,56.2,980,718,57.71,740,549,57.41,52.92,36.17,59.4,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,750,000",0.0770
Alexander Steen,36,"LW, RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,750,000",0.0790
Martin Jones,30,G,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,13,1,3.28,0.896,3.28,2.83,-0.45,Standard (1-way),UFA,"5,750,000",0.0770
Marc Staal,33,LD,56,3,7,10,0.18,-5,53,0.06,18:24:00,3.01,53,99,72,0.18,3.08,5.76,4.19,401,597,40.18,692,1027,40.26,536,801,40.09,33.15,50.75,39.51,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,700,000",0.0830
Anthony Mantha,25,"RW, LW",56,15,14,29,0.52,-14,138,0.11,18:07:00,11.42,134,232,182,0.69,8.07,13.98,10.97,545,437,55.5,970,763,55.97,749,608,55.2,49.43,42.47,53.79,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,700,000",0.0700
Jake Muzzin,31,LD,53,4,23,27,0.51,21,103,0.04,21:34:00,3.61,97,184,127,0.2,5.27,9.99,6.9,527,540,49.39,944,1032,47.77,710,749,48.66,50.53,48.37,51.09,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,625,000",0.0690
Tomas Hertl,26,"C, RW",50,19,24,43,0.86,1,112,0.17,19:08:00,17.14,111,189,153,1.1,7.09,12.08,9.77,565,442,56.11,1000,840,54.35,757,630,54.58,58.87,42.55,58.05,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,625,000",0.0710
Darnell Nurse,25,LD,56,16,20,36,0.64,27,154,0.1,25:37:00,7.06,150,280,201,0.31,6.48,12.1,8.68,773,832,48.16,1327,1400,48.66,1029,1099,48.36,75.87,74.43,50.48,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,600,000",0.0690
Gabriel Landeskog,27,LW,54,20,32,52,0.96,14,155,0.13,19:57:00,20.47,148,261,210,1.18,8.5,14.99,12.06,742,353,67.76,1375,623,68.81,1018,481,67.91,80.52,30.9,72.27,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,571,429",0.0870
Duncan Keith,36,LD,54,4,11,15,0.28,-13,110,0.04,23:24:00,4.3,110,199,134,0.2,5.22,9.44,6.36,658,783,45.66,1076,1295,45.38,803,1020,44.05,57.69,77.2,42.77,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,538,462",0.0980
Josh Anderson,26,"RW, LW",52,17,7,24,0.46,-10,125,0.14,16:25:00,13.43,125,218,183,0.94,8.77,15.32,12.86,436,363,54.57,831,666,55.51,614,499,55.17,38.19,32.78,53.81,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0670
Jeff Petry,32,RD,55,12,30,42,0.76,6,128,0.09,22:44:00,6.25,128,259,171,0.3,6.14,12.43,8.19,688,569,54.73,1263,1008,55.61,951,787,54.72,60.84,60.97,49.95,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0800
Bo Horvat,25,C,56,19,20,39,0.7,-6,131,0.15,19:53:00,14.67,114,204,161,0.89,6.91,12.36,9.75,579,489,54.21,1112,878,55.88,810,651,55.44,57.12,49.8,53.42,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0730
Nick Leddy,29,LD,56,2,29,31,0.55,-3,79,0.03,21:35:00,3.9,79,146,106,0.19,3.92,7.25,5.26,599,529,53.1,1037,1018,50.46,805,764,51.31,58.23,44.67,56.59,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0800
Travis Konecny,23,"RW, LW",50,11,23,34,0.68,-5,100,0.11,15:53:00,10.39,100,191,146,0.78,7.55,14.42,11.02,444,355,55.57,866,590,59.48,630,462,57.69,39.13,29.78,56.78,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0670
Nick Foligno,32,"LW, C, RW",49,7,13,20,0.41,2,81,0.09,17:46:00,8.15,78,118,103,0.57,5.59,8.46,7.38,403,401,50.12,677,766,46.92,531,559,48.72,32.97,38.51,46.12,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0800
Anton Strålman,33,RD,38,3,6,9,0.24,-1,38,0.08,18:56:00,1.81,38,80,55,0.15,3.17,6.67,4.58,358,405,46.92,605,671,47.41,467,532,46.75,32.79,33.27,49.64,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0670
Andrew Ladd,34,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0750
Colton Parayko,27,RD,32,2,10,12,0.38,-2,60,0.03,21:19:00,2.19,58,114,77,0.2,5.28,10.37,7.01,293,360,44.87,501,665,42.97,377,487,43.63,21.78,32.89,39.84,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0730
Jordan Eberle,30,RW,55,16,17,33,0.6,9,128,0.13,16:45:00,15.21,128,203,173,0.99,8.33,13.22,11.26,575,373,60.65,990,671,59.6,764,496,60.63,53.64,33.96,61.23,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0690
Gustav Nyquist,30,"RW, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0670
Jonathan Drouin,25,"LW, RW, C",44,2,21,23,0.52,-8,76,0.03,16:05:00,6.61,76,121,96,0.56,6.44,10.25,8.14,416,305,57.7,753,539,58.28,565,415,57.65,38.79,28.65,57.52,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0750
Jason Zucker,28,"LW, RW",38,9,9,18,0.47,-8,67,0.13,15:41:00,7.22,67,119,95,0.73,6.74,11.98,9.56,296,270,52.3,533,461,53.62,402,349,53.53,23.71,25.16,48.52,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,500,000",0.0690
Alex Goligoski,34,LD/RD,56,3,19,22,0.39,2,72,0.04,23:00:00,2.98,72,157,94,0.14,3.35,7.31,4.38,553,705,43.96,1056,1322,44.41,782,981,44.36,50.64,71.84,41.34,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,475,000",0.0750
Teuvo Teräväinen,25,"RW, LW",21,5,10,15,0.71,5,49,0.1,16:26:00,5.65,49,84,61,0.98,8.52,14.6,10.6,209,164,56.03,385,276,58.25,288,217,57.03,23.68,17.92,56.92,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,400,000",0.0680
Rasmus Ristolainen,25,RD,49,4,14,18,0.37,-18,73,0.05,22:17:00,4.36,73,153,111,0.24,4.01,8.42,6.11,431,667,39.25,792,1099,41.88,616,897,40.71,41.54,60.03,40.9,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,400,000",0.0740
Seth Jones,25,RD,56,5,23,28,0.5,-18,141,0.04,25:13:00,6.39,141,256,183,0.27,5.99,10.87,7.77,710,778,47.72,1233,1343,47.86,943,1032,47.75,53.66,73.53,42.19,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,400,000",0.0740
Mika Zibanejad,27,C,56,24,26,50,0.89,2,171,0.14,20:06:00,21.26,171,316,250,1.12,9.11,16.84,13.33,579,532,52.12,1085,984,52.44,830,744,52.73,66.12,53.11,55.46,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,350,000",0.0710
Jaden Schwartz,28,LW,40,8,13,21,0.53,2,71,0.11,17:42:00,6.56,68,121,93,0.56,5.89,10.47,8.05,355,314,53.06,651,602,51.96,469,443,51.43,30.87,31.39,49.58,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,350,000",0.0730
Mikael Backlund,31,C,54,9,23,32,0.59,-7,144,0.06,17:35:00,12.37,133,229,177,0.85,9.15,15.76,12.18,435,403,51.91,807,764,51.37,617,585,51.33,40.13,44.48,47.43,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,350,000",0.0710
Ondrej Palat,29,"LW, RW",55,15,31,46,0.84,1,111,0.14,17:27:00,14.11,111,190,148,0.88,6.94,11.87,9.25,549,398,57.97,1002,689,59.25,761,511,59.83,58.69,34.89,62.72,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,300,000",0.0710
Tomas Tatar,29,"LW, RW",50,10,20,30,0.6,0,82,0.12,14:59:00,9.49,80,139,103,0.78,6.54,11.37,8.43,457,261,63.65,846,508,62.48,622,378,62.2,40.98,24.21,62.86,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,300,000",0.0710
Jaccob Slavin,26,LD,52,3,12,15,0.29,22,101,0.03,22:58:00,4.94,101,215,149,0.25,5.07,10.79,7.48,641,606,51.4,1135,1103,50.71,874,843,50.9,66.91,59.89,52.77,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,300,000",0.0710
Max Domi,25,"LW, C",54,9,15,24,0.44,-18,99,0.09,15:13:00,6.88,99,153,118,0.5,7.23,11.17,8.61,416,432,49.06,722,737,49.49,557,568,49.51,32.75,38.36,46.06,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,300,000",0.0650
Patric Hörnqvist,33,RW,44,14,18,32,0.73,-3,145,0.1,16:47:00,16.29,145,200,180,1.32,11.78,16.25,14.63,514,282,64.56,865,473,64.65,666,370,64.29,48.12,27.87,63.32,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,300,000",0.0710
Bryan Little,32,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,291,667",0.0710
Marián Hossa,41,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,275,000",0.0930
Jeff Carter,35,"C, RW",54,17,13,30,0.56,3,154,0.11,16:33:00,14.55,154,226,189,0.98,10.33,15.16,12.68,470,451,51.03,811,778,51.04,614,596,50.74,45.37,45.46,49.95,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,272,727",0.0890
Brady Skjei,26,LD,52,3,7,10,0.19,6,104,0.03,20:43:00,4.24,104,179,136,0.24,5.79,9.96,7.57,487,528,47.98,878,936,48.4,680,717,48.68,46.18,49.72,48.15,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,250,000",0.0660
Charlie Coyle,28,"C, RW",51,6,10,16,0.31,-4,79,0.08,16:17:00,6.41,79,127,107,0.46,5.71,9.17,7.73,378,414,47.73,658,745,46.9,520,573,47.58,28.34,35.77,44.21,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,250,000",0.0640
J.T. Miller,27,"LW, C",53,15,31,46,0.87,-7,106,0.14,20:57:00,11.7,95,180,145,0.71,5.74,10.88,8.76,496,505,49.55,973,880,52.51,728,674,51.93,55.43,55.82,49.82,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,250,000",0.0660
Frans Nielsen,36,"C, LW",29,1,5,6,0.21,-3,24,0.04,12:08:00,2.77,24,37,34,0.47,4.09,6.31,5.8,142,191,42.64,219,341,39.11,176,257,40.65,10.49,16.82,38.4,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,250,000",0.0720
Nino Niederreiter,27,"LW, RW",56,20,14,34,0.61,20,126,0.16,15:43:00,18.61,126,205,167,1.27,8.59,13.97,11.38,507,355,58.82,930,653,58.75,707,500,58.57,51.3,32.21,61.43,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,250,000",0.0700
Jakob Silfverberg,29,"RW, LW",47,8,8,16,0.34,-17,91,0.09,16:56:00,8.19,91,172,136,0.62,6.86,12.96,10.25,362,410,46.89,725,701,50.84,537,544,49.68,32.99,38.93,45.87,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,250,000",0.0660
Hampus Lindholm,26,LD,18,2,4,6,0.33,-1,29,0.07,22:01:00,2.31,29,68,49,0.35,4.38,10.29,7.41,193,167,53.61,361,374,49.12,276,256,51.88,17.66,15.94,52.56,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,205,556",0.0710
Sam Reinhart,24,"C, RW",54,25,15,40,0.74,-28,130,0.19,19:32:00,15.72,130,215,190,0.89,7.39,12.23,10.8,576,472,54.96,1014,821,55.26,804,640,55.68,52.62,44.47,54.2,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"5,200,000",0.0640
Shea Theodore,24,LD/RD,53,8,34,42,0.79,28,161,0.05,22:32:00,8.73,160,345,222,0.45,8.16,17.59,11.32,732,498,59.51,1370,915,59.96,1016,682,59.84,75.33,49.85,60.18,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,200,000",0.0650
Tom Wilson,26,RW,47,13,20,33,0.7,1,83,0.16,16:32:00,9.59,82,135,103,0.75,6.44,10.6,8.09,366,364,50.14,667,661,50.23,505,513,49.61,32.61,35.83,47.65,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,166,666",0.0650
Yanni Gourde,28,"C, LW, RW",56,17,19,36,0.64,10,118,0.14,17:04:00,15.33,118,182,151,0.96,7.41,11.43,9.48,537,423,55.94,919,720,56.07,718,553,56.49,50.2,35.56,58.54,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,166,666",0.0650
Dmitry Orlov,28,LD/RD,51,8,14,22,0.43,16,83,0.1,19:48:00,3.41,82,158,114,0.21,4.96,9.56,6.9,504,452,52.72,907,825,52.37,701,641,52.24,42,37.52,52.82,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,100,000",0.0680
Reilly Smith,29,"RW, LW",53,14,11,25,0.47,10,124,0.11,17:52:00,16.72,119,205,163,1.08,7.68,13.23,10.52,526,424,55.37,1038,799,56.51,748,581,56.28,55.92,45.14,55.33,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,000,000",0.0680
Danny DeKeyser,30,LD,47,4,8,12,0.26,3,43,0.09,18:05:00,1.55,43,92,64,0.11,3.03,6.49,4.51,349,474,42.41,610,886,40.78,476,654,42.12,33.03,39.82,45.34,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,000,000",0.0680
Tyler Johnson,29,"RW, C",55,8,14,22,0.4,-1,77,0.1,13:39:00,8.11,77,123,103,0.65,6.14,9.8,8.21,367,304,54.69,673,540,55.48,516,408,55.84,30.6,24.2,55.84,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,000,000",0.0670
Pekka Rinne,37,G,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,12,2,2.84,0.907,2.84,2.37,-0.47,35+ (1-way),UFA,"5,000,000",0.0630
Semyon Varlamov,32,G,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,11,7,2.04,0.929,2.04,2.29,0.25,Standard (1-way),UFA,"5,000,000",0.0610
Tyler Bozak,34,"C, RW",31,5,12,17,0.55,-3,35,0.14,14:54:00,3.07,34,55,44,0.41,4.51,7.32,5.86,166,242,40.69,309,461,40.13,229,346,39.83,13.54,25.5,34.68,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,000,000",0.0630
Jonathan Marchessault,29,"LW, RW",55,18,26,44,0.8,19,176,0.1,17:25:00,16.54,174,326,239,1.06,11.1,20.8,15.25,590,371,61.39,1172,722,61.88,836,529,61.25,61.88,36.64,62.81,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,000,000",0.0670
Josh Bailey,30,"RW, LW",54,8,27,35,0.65,12,77,0.1,17:29:00,7.23,77,122,98,0.46,4.88,7.74,6.22,462,433,51.62,820,809,50.34,627,614,50.52,50.69,36.13,58.39,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"5,000,000",0.0670
Robin Lehner,28,G,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,4,1,2.29,0.913,2.29,2.55,0.26,Standard (1-way),UFA,"5,000,000",0.0610
