player,position,team,season,age,plusMinus,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes
Ryan Carpenter,F,CHI,2019-20,28,-6,Standard (1-way),1000000,R,0,0,1,2,69,-0.09000000000000002,-0.020000000000000018,-0.009999999999999995,0.020000000000000018,-136,-25,-24,-12,-14,-11,-13,-5,-15,8,1,58252,46838,9661,870,80,74,3,2,3,2,1,0,117,112,4,0,29,22,5,1,29,26,3,0,10,9,1,0,1,0,1,0,265,213,39,2,346,245,5,26,48,31,0,3,12,9,2,0,6,4,-2,0
Tomas Nosek,F,VGK,2019-20,26,-2,Standard (1-way),1000000,L,0,0,1,0,67,-0.10000000000000003,-0.030000000000000027,-0.1,0.09999999999999998,-38,-15,-12,-2,34,-2,3,4,-13,2,0,46453,40519,4904,222,92,87,2,0,8,7,1,0,91,88,3,0,22,17,4,0,16,14,2,0,12,10,1,0,4,3,1,0,215,191,19,3,216,189,2,14,38,25,0,2,7,6,0,0,-2,2,-4,0
Madison Bowey,D,DET,2019-20,24,-16,Standard (1-way),1000000,R,0,1,0,0,53,-0.04999999999999999,-0.020000000000000018,-0.04000000000000001,-0.029999999999999916,-148,-27,-30,-17,-88,-16,-15,-7,-10,14,2,56979,49109,4145,1952,70,61,2,5,3,3,0,0,53,49,2,1,14,13,0,1,45,41,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,49,0,3,14,12,0,1,-24,-18,-2,0
Tyler Motte,F,VAN,2019-20,24,-10,Standard (1-way),975000,L,0,0,1,0,34,-0.16000000000000003,-0.09999999999999998,0.06,0.14,-108,-11,-12,-5,-61,-9,-11,-5,-3,0,0,26465,22175,3892,37,37,33,4,0,4,4,0,0,117,114,2,0,15,12,3,0,9,9,0,0,2,2,0,0,0,0,0,0,7,7,0,0,11,8,2,0,38,35,0,2,4,3,0,0,4,2,-2,0
Tim Heed,D,S.J,2019-20,28,-10,Standard (1-way),960000,R,0,1,0,0,38,0.06000000000000005,0.06000000000000005,-0.04999999999999999,-0.050000000000000044,55,-11,1,-8,44,-10,-1,-6,-2,16,1,29621,26812,389,1858,44,40,0,3,1,1,0,0,16,16,0,0,10,10,0,0,17,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,30,30,0,0,4,3,0,1,2,2,0,0
Nicolas Deslauriers,F,ANA,2019-20,28,-1,Standard (1-way),950000,L,0,0,0,0,59,-0.06,-0.04999999999999999,-0.13,-0.38,-73,0,-2,-2,-70,0,-2,-2,0,-2,0,34163,33705,93,175,61,61,0,0,7,7,0,0,137,137,0,0,10,9,1,0,10,10,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,0,0,6,6,0,0,-8,-8,0,0
Brian Boyle,F,FLA,2019-20,34,-5,Standard (1-way),940000,L,1,0,0,0,38,-0.06,-0.07,0,0.050000000000000044,-32,-10,-8,-2,-31,-6,-5,-1,-4,17,-1,28071,24302,1244,1667,54,50,0,1,5,5,0,0,64,61,1,1,16,14,2,0,13,11,0,2,4,2,0,1,0,0,0,0,190,165,9,9,176,145,0,2,32,28,0,1,8,8,0,0,-10,-10,0,0
Jack Hughes,F,N.J,2019-20,18,-26,Entry-Level,925000,L,4,5,0,0,61,0.10000000000000003,0.010000000000000009,0.42000000000000004,0.030000000000000027,79,0,20,7,-76,-16,-3,-4,0,135,20,58050,44358,66,10885,123,84,0,28,7,2,0,4,12,11,0,0,41,30,0,3,53,35,0,11,13,10,0,2,3,1,0,1,168,125,1,36,293,224,2,0,21,20,0,0,14,9,0,4,24,20,2,0
John Marino,D,PIT,2019-20,22,17,Entry-Level,925000,R,1,4,0,0,56,-0.06000000000000005,-0.010000000000000009,0.01999999999999999,-0.13,-42,11,11,16,9,9,13,14,-7,6,2,67857,56773,6521,2388,61,54,1,1,6,4,0,0,72,60,11,0,37,30,4,0,42,36,5,1,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,77,60,0,8,19,13,0,3,4,6,-2,0
Adam Fox,D,NYR,2019-20,21,22,Entry-Level,925000,R,1,12,0,0,70,0.12000000000000005,0.07,0.24,-0.020000000000000018,149,36,15,14,67,20,2,5,-1,81,13,79388,67974,549,7803,125,96,0,23,8,6,0,1,35,31,0,2,57,51,1,4,61,48,0,8,4,2,0,1,3,1,0,1,0,0,0,0,0,0,0,0,92,84,0,3,33,15,0,10,-14,-18,0,0
Conor Timmins,D,COL,2019-20,20,2,Entry-Level,925000,R,0,0,0,0,2,0.050000000000000044,0.08000000000000007,-0.11,-1,5,2,1,1,5,2,1,1,0,0,0,1249,1141,73,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henri Jokiharju,D,BUF,2019-20,20,-6,Entry-Level,925000,R,1,1,0,0,69,-0.030000000000000027,0.010000000000000009,-0.010000000000000009,-0.29000000000000004,-90,-17,-12,-5,-14,-2,-9,0,-12,1,0,71249,64341,4388,840,78,75,2,1,4,3,0,1,74,71,1,0,7,6,0,1,30,27,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,54,1,2,12,10,0,1,-28,-22,-2,0
Dominik Kahun,F,BUF,2019-20,23,8,Entry-Level,925000,L,1,1,0,0,56,0.020000000000000018,-0.010000000000000009,-0.14,-0.020000000000000018,43,12,-10,3,8,8,-12,1,0,33,4,44609,40474,29,3398,87,75,0,10,12,10,0,1,5,4,0,1,18,18,0,0,9,7,0,2,6,4,0,1,4,2,0,1,29,24,0,5,31,25,1,0,22,19,0,0,19,17,0,1,4,6,0,-2
Kirby Dach,F,CHI,2019-20,18,-1,Entry-Level,925000,R,0,5,0,0,64,0.040000000000000036,0,-0.16,-0.010000000000000009,32,10,4,7,-14,4,-2,3,0,48,8,54807,47794,146,5802,101,91,0,9,8,8,0,0,33,31,0,1,38,34,0,2,16,15,0,0,14,11,0,3,3,3,0,0,74,72,0,2,148,136,1,1,23,22,0,0,16,11,0,4,6,8,0,-4
Kaapo Kakko,F,NYR,2019-20,18,-26,Entry-Level,925000,L,2,11,0,0,66,0.04999999999999999,-0.03999999999999998,-0.15,0,-9,-3,-9,3,-111,-23,-13,-5,0,96,17,56474,46628,75,8114,109,84,0,20,10,7,0,2,20,18,0,2,35,31,0,3,21,17,0,3,8,7,0,0,1,1,0,0,2,2,0,0,4,1,0,0,11,11,0,0,12,2,0,9,18,16,0,0
Joel Farabee,F,PHI,2019-20,19,6,Entry-Level,925000,L,2,1,0,0,52,0.010000000000000009,-0.010000000000000009,-0.06999999999999999,-0.040000000000000036,23,12,3,2,-19,5,1,1,-1,42,6,43746,37863,832,3955,80,67,1,8,8,7,0,1,31,27,1,2,20,18,0,2,26,22,0,4,12,10,0,1,2,2,0,0,3,2,0,1,7,5,0,0,18,17,0,1,13,12,0,1,-7,-5,5,-7
Oliver Wahlstrom,F,NYI,2019-20,19,-2,Entry-Level,925000,R,0,0,0,0,9,0.03999999999999998,0,0,-0.14,4,-2,3,-2,2,-1,4,-1,0,3,-1,5556,5099,0,443,9,7,0,2,0,0,0,0,10,10,0,0,1,1,0,0,5,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,0,0,0,-4,-4,0,0
Joel Kiviranta,F,DAL,2019-20,23,-1,Entry-Level,925000,L,1,0,0,0,11,0.08000000000000007,0.10999999999999993,-0.21,-0.83,17,-1,0,1,18,-1,0,1,0,0,0,6983,6838,67,10,13,13,0,0,1,1,0,0,17,17,0,0,5,5,0,0,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,-4,-4,0,0
Brady Tkachuk,F,OTT,2019-20,19,-14,Entry-Level,925000,L,2,6,0,0,71,0.12000000000000005,0.040000000000000036,0.38,-0.010000000000000009,146,6,35,13,24,-5,22,11,-1,100,13,80317,65156,159,11665,258,207,0,37,21,17,0,2,302,282,2,10,35,33,0,0,40,30,0,6,42,31,0,5,9,7,0,1,144,105,0,30,166,112,12,1,43,40,0,0,22,15,0,5,12,14,2,-8
Zach Whitecloud,D,VGK,2019-20,22,3,Entry-Level,925000,R,0,0,0,0,16,0,0.020000000000000018,-0.04000000000000001,0,20,1,6,0,28,3,7,1,-2,0,0,13624,12556,961,0,9,8,1,0,0,0,0,0,10,8,1,0,9,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,1,1,0,0,-4,-4,0,0
Dennis Gilbert,D,CHI,2019-20,22,-8,Entry-Level,925000,L,0,0,0,0,21,-0.09999999999999998,-0.06,-0.05,-0.71,-82,-11,-4,-3,-58,-9,-2,-4,-3,-1,0,19781,17671,1507,60,12,12,0,0,1,1,0,0,74,62,12,0,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,2,2,0,0,-4,-6,0,0
Nico Hischier,F,N.J,2019-20,20,-16,Entry-Level,925000,L,2,8,1,1,58,0.07,0.010000000000000009,-0.03,0.06000000000000005,72,-9,10,1,-23,-6,3,0,-6,131,8,62788,47241,3082,8669,123,88,3,27,14,11,1,2,48,41,5,1,42,32,5,0,28,18,4,4,14,10,0,4,3,1,0,2,505,372,13,74,473,362,47,11,37,31,0,2,22,13,1,6,30,22,-2,8
Casey Mittelstadt,F,BUF,2019-20,20,-5,Entry-Level,925000,L,1,1,0,0,31,-0.010000000000000009,-0.06,-0.5,-0.09999999999999998,-7,-1,-3,1,-28,-1,-5,0,0,25,2,23649,19713,10,3215,34,26,0,8,4,3,0,1,11,10,0,1,6,6,0,0,9,8,0,0,4,1,0,2,1,0,0,1,86,76,0,8,99,84,1,0,8,8,0,0,5,3,0,1,6,6,0,0
Lawrence Pilut,D,BUF,2019-20,23,-4,Entry-Level,925000,L,0,0,0,0,13,-0.10000000000000003,-0.07,0.10999999999999999,-1,-28,-7,-7,-3,-20,-5,-3,-1,-2,0,0,12635,11181,1142,39,6,5,1,0,0,0,0,0,10,9,1,0,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,1,0,0,0,0,2,2,0,0
Andrei Svechnikov,F,CAR,2019-20,19,9,Entry-Level,925000,L,7,16,0,0,68,0.14,0.039999999999999925,0.83,0.040000000000000036,357,41,52,21,116,11,22,3,0,210,23,68228,53195,39,11127,183,118,0,51,24,13,0,5,116,106,1,5,29,26,0,2,66,51,0,12,27,18,0,3,11,4,0,3,0,0,0,0,1,1,0,0,27,24,0,0,37,21,0,13,-16,-6,0,-6
Danil Yurtaykin,F,S.J,2019-20,22,-1,Entry-Level,925000,R,0,0,0,0,4,0.040000000000000036,-0.010000000000000009,0,-0.020000000000000018,1,-1,-5,-2,0,-1,-5,-2,0,0,0,3096,2777,44,234,2,1,0,1,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0
Elias Pettersson,F,VAN,2019-20,20,16,Entry-Level,925000,L,12,21,0,0,68,0.19,0.08000000000000002,-0.11,0.06000000000000005,280,51,21,10,68,24,-1,0,0,188,32,74827,56205,119,14713,160,92,0,55,28,19,0,7,63,56,1,4,36,30,0,6,33,23,0,5,19,11,0,5,8,4,0,3,59,58,0,0,80,78,0,0,42,35,0,0,38,21,0,15,42,36,2,2
Trent Frederic,F,BOS,2019-20,21,-1,Entry-Level,925000,L,0,0,0,0,2,-0.16000000000000003,-0.15000000000000002,0,0,-3,-1,0,0,-3,-1,0,0,0,0,0,771,771,0,0,1,1,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anders Bjork,F,BOS,2019-20,22,5,Entry-Level,925000,L,1,0,0,0,58,-0.010000000000000009,-0.010000000000000009,0,0.1100000000000001,21,5,-3,2,25,7,2,4,-1,9,1,44934,41493,1554,1164,66,59,1,2,9,8,0,1,43,42,0,1,21,21,0,0,14,14,0,0,6,6,0,0,3,3,0,0,2,1,1,0,4,2,0,1,21,21,0,0,10,10,0,0,4,4,0,0
Brendan Lemieux,F,NYR,2019-20,23,-14,Standard (1-way),925000,L,2,3,1,1,59,-0.02999999999999997,-0.04999999999999999,0.08,-0.12,-79,-8,5,2,-77,-12,0,-1,0,29,8,45536,38129,2133,4366,86,70,6,8,6,3,1,2,164,155,2,5,15,13,2,0,30,28,0,2,10,5,0,3,2,1,0,1,19,17,1,1,31,27,3,1,52,48,0,2,12,8,1,3,18,16,-2,0
Joey Anderson,F,N.J,2019-20,21,1,Entry-Level,925000,R,0,0,0,0,18,-0.06,0,-0.12,-0.76,-42,-2,-2,0,-10,0,0,0,-3,-3,0,14289,11806,2062,73,21,18,2,0,4,3,0,0,16,14,2,0,4,3,0,0,7,7,0,0,4,3,0,0,2,1,0,0,3,1,2,0,3,3,0,0,6,3,0,1,3,3,0,0,0,0,0,0
Otto Leskinen,D,MTL,2019-20,22,0,Entry-Level,925000,L,0,0,0,0,5,-0.07,-0.09000000000000002,0,0,-9,0,2,0,-9,0,1,0,0,0,0,3088,3062,0,0,2,2,0,0,0,0,0,0,13,13,0,0,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Slater Koekkoek,D,CHI,2019-20,25,3,Standard (1-way),925000,L,0,0,0,0,42,0.010000000000000009,0.040000000000000036,0.010000000000000009,0.14,-34,-8,1,-2,-2,2,1,1,-9,1,0,42217,38404,3165,140,47,47,0,0,1,1,0,0,64,60,3,0,9,8,1,0,27,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,51,0,4,9,9,0,0,-16,-16,0,0
Jesper Boqvist,F,N.J,2019-20,20,-11,Entry-Level,925000,L,1,0,0,0,35,0,-0.019999999999999962,-0.21,-0.030000000000000027,-16,-12,-7,-4,-27,-10,-8,-4,-1,13,-1,22994,20803,22,1584,41,38,0,2,4,3,0,0,37,36,0,0,13,11,0,1,11,10,0,1,5,4,0,0,2,2,0,0,5,3,0,2,11,9,0,0,16,16,0,0,0,0,0,0,4,2,0,0
Kaapo Kakko,F,NYR,2019-20,18,-26,Entry-Level,925000,L,2,11,0,0,66,0.04999999999999999,-0.03999999999999998,-0.15,0,-9,-3,-9,3,-111,-23,-13,-5,0,96,17,56474,46628,75,8114,109,84,0,20,10,7,0,2,20,18,0,2,35,31,0,3,21,17,0,3,8,7,0,0,1,1,0,0,2,2,0,0,4,1,0,0,11,11,0,0,12,2,0,9,18,16,0,0
Rhett Gardner,F,DAL,2019-20,23,0,Entry-Level,925000,L,0,0,0,0,8,-0.08000000000000002,-0.010000000000000009,-0.05,-0.86,-9,0,1,1,-6,-1,2,1,0,0,0,4865,4202,638,14,8,6,2,0,0,0,0,0,8,8,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,25,22,2,1,28,27,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Luke Kunin,F,MIN,2019-20,21,-10,Entry-Level,925000,R,1,2,2,0,63,-0.08000000000000002,-0.06,-0.05,-0.010000000000000009,-108,-24,-19,-17,-40,-4,-5,-3,-18,29,6,58382,47681,4964,2920,128,105,4,9,15,12,1,0,64,61,1,1,9,6,2,0,15,13,1,0,11,7,0,1,4,2,0,0,207,158,17,14,263,190,14,22,54,44,0,2,16,12,0,1,-18,-16,-2,0
Brady Tkachuk,F,OTT,2019-20,19,-14,Entry-Level,925000,L,2,6,0,0,71,0.12000000000000005,0.040000000000000036,0.38,-0.010000000000000009,146,6,35,13,24,-5,22,11,-1,100,13,80317,65156,159,11665,258,207,0,37,21,17,0,2,302,282,2,10,35,33,0,0,40,30,0,6,42,31,0,5,9,7,0,1,144,105,0,30,166,112,12,1,43,40,0,0,22,15,0,5,12,14,2,-8
Mario Ferraro,D,S.J,2019-20,20,-15,Entry-Level,925000,L,0,0,0,1,61,-0.020000000000000018,-0.020000000000000018,0.14,-0.14,-28,-15,-2,-2,-15,-17,-2,-2,2,4,0,58044,52632,2754,1125,63,59,1,1,2,1,0,0,119,113,3,1,15,15,0,0,20,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,49,0,5,9,8,1,0,-18,-18,0,2
Ilya Mikheyev,F,TOR,2019-20,24,7,Entry-Level,925000,L,0,0,1,0,39,-0.030000000000000027,0.010000000000000009,0.09999999999999999,0.040000000000000036,-24,-5,8,0,8,1,8,3,-8,3,0,36375,31087,4373,120,96,82,10,1,8,6,0,0,26,26,0,0,24,19,4,0,14,12,1,0,10,6,2,0,4,2,0,0,3,1,2,0,1,1,0,0,13,11,0,1,15,15,0,0,6,4,0,0
Dominik Kahun,F,BUF,2019-20,23,8,Entry-Level,925000,L,1,1,0,0,56,0.020000000000000018,-0.010000000000000009,-0.14,-0.020000000000000018,43,12,-10,3,8,8,-12,1,0,33,4,44609,40474,29,3398,87,75,0,10,12,10,0,1,5,4,0,1,18,18,0,0,9,7,0,2,6,4,0,1,4,2,0,1,29,24,0,5,31,25,1,0,22,19,0,0,19,17,0,1,4,6,0,-2
Oskar Lindblom,F,PHI,2019-20,22,4,Entry-Level,925000,L,3,1,0,0,30,0.040000000000000036,0.030000000000000027,0.04999999999999999,0.050000000000000044,66,6,-2,-2,36,4,4,1,-8,45,9,31669,24257,2566,3921,73,57,3,5,11,8,0,3,31,28,1,1,15,12,2,0,14,9,2,2,9,5,0,3,3,1,0,2,13,10,0,2,19,15,2,1,16,14,0,1,6,5,0,1,8,6,0,0
Jake Walman,D,STL,2019-20,23,1,Entry-Level,925000,L,0,0,0,0,1,0.15000000000000002,0.19000000000000006,0,0,1,1,0,0,1,1,0,0,0,0,0,664,664,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Conor Timmins,D,COL,2019-20,20,2,Entry-Level,925000,R,0,0,0,0,2,0.050000000000000044,0.08000000000000007,-0.11,-1,5,2,1,1,5,2,1,1,0,0,0,1249,1141,73,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dante Fabbro,D,NSH,2019-20,21,-7,Entry-Level,925000,R,1,0,0,0,64,-0.020000000000000018,-0.020000000000000018,-0.009999999999999995,-0.06999999999999995,35,-9,-10,-2,38,-6,-9,-1,-3,8,0,73043,67478,1838,1219,92,87,0,2,5,3,0,1,54,53,0,0,23,19,2,0,39,33,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,80,0,1,7,7,0,0,-8,-2,0,0
Ryan Poehling,F,MTL,2019-20,20,-4,Entry-Level,925000,L,0,0,0,0,27,-0.030000000000000027,-0.040000000000000036,0.08000000000000002,0.16000000000000003,9,-4,4,0,14,-3,5,1,-1,2,0,16753,15401,902,396,26,25,1,0,1,1,0,0,38,36,2,0,7,7,0,0,8,8,0,0,7,7,0,0,1,1,0,0,3,3,0,0,12,11,0,0,10,10,0,0,1,1,0,0,-4,-4,0,0
Henri Jokiharju,D,BUF,2019-20,20,-6,Entry-Level,925000,R,1,1,0,0,69,-0.030000000000000027,0.010000000000000009,-0.010000000000000009,-0.29000000000000004,-90,-17,-12,-5,-14,-2,-9,0,-12,1,0,71249,64341,4388,840,78,75,2,1,4,3,0,1,74,71,1,0,7,6,0,1,30,27,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,54,1,2,12,10,0,1,-28,-22,-2,0
Barclay Goodrow,F,T.B,2019-20,26,-8,Standard (1-way),925000,L,0,2,0,1,70,-0.04999999999999999,0.020000000000000018,-0.08000000000000002,-0.010000000000000009,-75,-16,-14,-12,37,-8,-3,-3,-15,25,4,66796,52390,9678,2701,102,85,7,7,8,8,0,0,161,157,3,1,44,33,8,2,23,19,4,0,17,12,3,1,1,1,0,0,394,269,95,18,406,259,20,66,67,45,0,6,18,12,1,2,-12,-14,-7,0
Casey Mittelstadt,F,BUF,2019-20,20,-5,Entry-Level,925000,L,1,1,0,0,31,-0.010000000000000009,-0.06,-0.5,-0.09999999999999998,-7,-1,-3,1,-28,-1,-5,0,0,25,2,23649,19713,10,3215,34,26,0,8,4,3,0,1,11,10,0,1,6,6,0,0,9,8,0,0,4,1,0,2,1,0,0,1,86,76,0,8,99,84,1,0,8,8,0,0,5,3,0,1,6,6,0,0
Jesperi Kotkaniemi,F,MTL,2019-20,18,-11,Entry-Level,925000,L,2,1,0,0,36,0.040000000000000036,0,-0.07,-0.07999999999999996,39,-7,-10,-3,7,-7,-11,-2,0,35,2,28077,23977,5,3630,55,42,0,12,6,5,0,1,51,50,0,1,14,14,0,0,21,20,0,1,4,3,0,1,1,0,0,1,124,111,0,9,167,156,1,0,16,16,0,0,2,1,0,1,2,2,0,0
Lawrence Pilut,D,BUF,2019-20,23,-4,Entry-Level,925000,L,0,0,0,0,13,-0.10000000000000003,-0.07,0.10999999999999999,-1,-28,-7,-7,-3,-20,-5,-3,-1,-2,0,0,12635,11181,1142,39,6,5,1,0,0,0,0,0,10,9,1,0,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,1,0,0,0,0,2,2,0,0
Jake Evans,F,MTL,2019-20,23,1,Entry-Level,925000,R,0,0,0,0,13,-0.07000000000000006,-0.09000000000000008,-0.11000000000000001,0.13,-4,-2,-3,-1,-3,1,0,1,-2,6,0,8122,7246,458,382,14,12,1,1,2,2,0,0,16,16,0,0,5,4,0,1,3,3,0,0,1,1,0,0,1,1,0,0,29,25,3,1,26,20,1,3,5,4,0,1,1,1,0,0,2,2,0,0
Troy Terry,F,ANA,2019-20,21,-5,Entry-Level,925000,R,0,2,0,0,48,0.08000000000000007,0.030000000000000027,-0.36,0.010000000000000009,70,0,-2,1,17,-3,0,1,0,63,3,41528,35434,23,5015,73,58,0,13,4,3,0,0,3,3,0,0,32,31,0,1,19,14,0,3,1,1,0,0,0,0,0,0,3,3,0,0,5,5,0,0,9,9,0,0,11,8,0,2,18,20,0,-2
Logan O'Connor,F,COL,2019-20,22,0,Entry-Level,925000,R,0,0,0,0,16,0.020000000000000018,0.050000000000000044,-0.039999999999999994,0.13,6,-2,0,2,13,0,2,3,-1,1,0,8093,7730,228,82,15,14,0,1,2,2,0,0,20,19,0,0,5,5,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,1,1,0,0,8,8,0,0,0,0,0,0,2,2,0,0
Rhett Gardner,F,DAL,2019-20,23,0,Entry-Level,925000,L,0,0,0,0,8,-0.08000000000000002,-0.010000000000000009,-0.05,-0.86,-9,0,1,1,-6,-1,2,1,0,0,0,4865,4202,638,14,8,6,2,0,0,0,0,0,8,8,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,25,22,2,1,28,27,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Mario Ferraro,D,S.J,2019-20,20,-15,Entry-Level,925000,L,0,0,0,1,61,-0.020000000000000018,-0.020000000000000018,0.14,-0.14,-28,-15,-2,-2,-15,-17,-2,-2,2,4,0,58044,52632,2754,1125,63,59,1,1,2,1,0,0,119,113,3,1,15,15,0,0,20,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,49,0,5,9,8,1,0,-18,-18,0,2
Ilya Mikheyev,F,TOR,2019-20,24,7,Entry-Level,925000,L,0,0,1,0,39,-0.030000000000000027,0.010000000000000009,0.09999999999999999,0.040000000000000036,-24,-5,8,0,8,1,8,3,-8,3,0,36375,31087,4373,120,96,82,10,1,8,6,0,0,26,26,0,0,24,19,4,0,14,12,1,0,10,6,2,0,4,2,0,0,3,1,2,0,1,1,0,0,13,11,0,1,15,15,0,0,6,4,0,0
Slater Koekkoek,D,CHI,2019-20,25,3,Standard (1-way),925000,L,0,0,0,0,42,0.010000000000000009,0.040000000000000036,0.010000000000000009,0.14,-34,-8,1,-2,-2,2,1,1,-9,1,0,42217,38404,3165,140,47,47,0,0,1,1,0,0,64,60,3,0,9,8,1,0,27,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,51,0,4,9,9,0,0,-16,-16,0,0
Jesper Boqvist,F,N.J,2019-20,20,-11,Entry-Level,925000,L,1,0,0,0,35,0,-0.019999999999999962,-0.21,-0.030000000000000027,-16,-12,-7,-4,-27,-10,-8,-4,-1,13,-1,22994,20803,22,1584,41,38,0,2,4,3,0,0,37,36,0,0,13,11,0,1,11,10,0,1,5,4,0,0,2,2,0,0,5,3,0,2,11,9,0,0,16,16,0,0,0,0,0,0,4,2,0,0
Joey Anderson,F,N.J,2019-20,21,1,Entry-Level,925000,R,0,0,0,0,18,-0.06,0,-0.12,-0.76,-42,-2,-2,0,-10,0,0,0,-3,-3,0,14289,11806,2062,73,21,18,2,0,4,3,0,0,16,14,2,0,4,3,0,0,7,7,0,0,4,3,0,0,2,1,0,0,3,1,2,0,3,3,0,0,6,3,0,1,3,3,0,0,0,0,0,0
Dante Fabbro,D,NSH,2019-20,21,-7,Entry-Level,925000,R,1,0,0,0,64,-0.020000000000000018,-0.020000000000000018,-0.009999999999999995,-0.06999999999999995,35,-9,-10,-2,38,-6,-9,-1,-3,8,0,73043,67478,1838,1219,92,87,0,2,5,3,0,1,54,53,0,0,23,19,2,0,39,33,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,80,0,1,7,7,0,0,-8,-2,0,0
